id,홍,태훈,수환,철승,result,,,,
00697.png,8,8,8,8,OK,,,,
00698.png,1,1,1,1,OK,,,,
00699.png,2,2,2,2,OK,,,,
00700.png,3,3,3,3,OK,,,,
00701.png,4,4,4,4,OK,,,,
00702.png,39,39,39,39,OK,,,,
00703.png,12,12,12,12,OK,,,,
00704.png,7,7,7,7,OK,,,,
00705.png,16,16,16,16,OK,,,,
00706.png,12,12,12,12,OK,,,,
00707.png,12,12,12,12,OK,,,,
00708.png,18,18,18,18,OK,,,,
00709.png,16,16,16,16,OK,,,,
00710.png,2,2,2,2,OK,,,,
00711.png,36,36,36,36,OK,,,,
00712.png,11,11,11,11,OK,,,,
00713.png,39,39,39,39,OK,,,,
00714.png,4,4,4,4,OK,,,,
00715.png,6,6,6,6,OK,,,,
00716.png,2,2,2,2,OK,,,,
00717.png,36,36,36,36,OK,,,,
00718.png,1,1,1,1,OK,,,,
00719.png,5,5,5,5,OK,,,,
00720.png,10,10,10,10,OK,,,,
00721.png,13,13,13,13,OK,,,,
00722.png,5,5,5,5,OK,,,,
00723.png,30,30,30,30,OK,,,,
00724.png,38,38,38,38,OK,,,,
00725.png,13,13,13,13,OK,,,,
00726.png,14,14,14,14,OK,,,,
00727.png,11,11,11,11,OK,,,,
00728.png,11,11,11,11,OK,,,,
00729.png,35,35,35,35,OK,,,,
00730.png,25,25,25,25,OK,,,,
00731.png,2,2,2,2,OK,,,,
00732.png,14,14,14,14,OK,,,,
00733.png,38,38,38,38,OK,,,,
00734.png,15,15,15,15,OK,,,,
00735.png,38,38,38,38,OK,,,,
00736.png,39,39,39,39,OK,,,,
00737.png,38,38,38,38,OK,,,,
00738.png,4,4,4,4,OK,,,,
00739.png,1,1,1,1,OK,,,,
00740.png,3,3,3,3,OK,,,,
00741.png,1,1,1,1,OK,,,,
00742.png,35,35,35,35,OK,,,,
00743.png,17,17,17,17,OK,,,,
00744.png,4,4,4,4,OK,,,,
00745.png,17,17,17,17,OK,,,,
00746.png,4,4,4,4,OK,,,,
00747.png,2,2,2,2,OK,,,,
00748.png,5,5,5,5,OK,,,,
00749.png,30,30,30,30,OK,,,,
00750.png,10,10,10,10,OK,,,,
00751.png,28,28,28,28,OK,,,,
00752.png,9,9,9,9,OK,,,,
00753.png,28,28,28,28,OK,,,,
00754.png,22,22,22,22,OK,,,,
00755.png,42,42,42,42,OK,,,,
00756.png,2,2,2,2,OK,,,,
00757.png,12,12,12,12,OK,,,,
00758.png,3,3,3,3,OK,,,,
00759.png,23,23,23,23,OK,,,,
00760.png,3,3,3,3,OK,,,,
00761.png,13,13,13,13,OK,,,,
00762.png,10,10,10,10,OK,,,,
00763.png,3,3,3,3,OK,,,,
00764.png,12,12,12,12,OK,,,,
00765.png,4,4,4,4,OK,,,,
00766.png,1,1,1,1,OK,,,,
00767.png,5,5,5,5,OK,,,,
00768.png,3,3,3,3,OK,,,,
00769.png,9,9,9,9,OK,,,,
00770.png,10,10,10,10,OK,,,,
00771.png,4,4,4,4,OK,,,,
00772.png,13,13,13,13,OK,,,,
00773.png,28,28,28,28,OK,,,,
00774.png,3,3,3,3,OK,,,,
00775.png,4,4,4,4,OK,,,,
00776.png,15,15,15,15,OK,,,,
00777.png,15,15,15,15,OK,,,,
00778.png,0,0,0,0,OK,,,,
00779.png,33,33,33,33,OK,,,,
00780.png,2,2,2,2,OK,,,,
00781.png,39,39,39,39,OK,,,,
00782.png,12,12,12,12,OK,,,,
00783.png,38,38,38,38,OK,,,,
00784.png,7,7,7,7,OK,,,,
00785.png,10,10,10,10,OK,,,,
00786.png,2,2,2,2,OK,,,,
00787.png,10,10,10,10,OK,,,,
00788.png,2,2,2,2,OK,,,,
00789.png,38,38,38,38,OK,,,,
00790.png,2,2,2,2,OK,,,,
00791.png,5,5,5,5,OK,,,,
00792.png,1,1,1,1,OK,,,,
00793.png,3,3,3,3,OK,,,,
00794.png,1,1,1,1,OK,,,,
00795.png,42,42,42,42,OK,,,,
00796.png,15,15,15,15,OK,,,,
00797.png,15,15,15,15,OK,,,,
00798.png,4,4,4,4,OK,,,,
00799.png,15,15,15,15,OK,,,,
00800.png,38,38,38,38,OK,,,,
00801.png,25,25,25,25,OK,,,,
00802.png,5,5,5,5,OK,,,,
00803.png,5,5,5,5,OK,,,,
00804.png,12,12,12,12,OK,,,,
00805.png,2,2,2,2,OK,,,,
00806.png,26,26,26,26,OK,,,,
00807.png,0,0,0,0,OK,,,,
00808.png,17,17,17,17,OK,,,,
00809.png,0,0,0,0,OK,,,,
00810.png,26,26,26,26,OK,,,,
00811.png,31,31,31,31,OK,,,,
00812.png,4,4,4,4,OK,,,,
00813.png,13,13,13,13,OK,,,,
00814.png,17,17,17,17,OK,,,,
00815.png,1,1,1,1,OK,,,,
00816.png,11,11,11,11,OK,,,,
00817.png,8,8,8,8,OK,,,,
00818.png,1,1,1,1,OK,,,,
00819.png,2,2,2,2,OK,,,,
00820.png,4,4,4,4,OK,,,,
00821.png,14,14,14,14,OK,,,,
00822.png,3,3,3,3,OK,,,,
00823.png,4,4,4,4,OK,,,,
00824.png,25,25,25,25,OK,,,,
00825.png,4,4,4,4,OK,,,,
00826.png,15,15,15,15,OK,,,,
00827.png,2,2,2,2,OK,,,,
00828.png,38,38,38,38,OK,,,,
00829.png,27,27,27,28,KO,,,,
00830.png,37,37,37,37,OK,,,,
00831.png,7,7,7,7,OK,,,,
00832.png,1,1,1,1,OK,,,,
00833.png,18,18,18,18,OK,,,,
00834.png,28,28,28,28,OK,,,,
00835.png,11,11,11,11,OK,,,,
00836.png,10,10,10,10,OK,,,,
00837.png,9,9,9,9,OK,,,,
00838.png,15,15,15,15,OK,,,,
00839.png,11,11,11,11,OK,,,,
00840.png,12,12,12,12,OK,,,,
00841.png,10,10,10,10,OK,,,,
00842.png,13,13,13,13,OK,,,,
00843.png,13,13,13,13,OK,,,,
00844.png,25,25,25,25,OK,,,,
00845.png,4,4,4,4,OK,,,,
00846.png,1,1,1,1,OK,,,,
00847.png,38,38,38,38,OK,,,,
00848.png,12,12,12,12,OK,,,,
00849.png,23,23,23,23,OK,,,,
00850.png,10,10,10,10,OK,,,,
00851.png,2,2,2,2,OK,,,,
00852.png,1,1,1,1,OK,,,,
00853.png,29,29,29,29,OK,,,,
00854.png,24,24,24,24,OK,,,,
00855.png,10,10,10,10,OK,,,,
00856.png,1,1,1,1,OK,,,,
00857.png,28,28,28,28,OK,,,,
00858.png,3,3,3,3,OK,,,,
00859.png,30,30,11,11,KO,,,,
00860.png,5,5,5,5,OK,,,,
00861.png,6,6,6,6,OK,,,,
00862.png,9,9,9,9,OK,,,,
00863.png,2,2,2,2,OK,,,,
00864.png,1,1,1,1,OK,,,,
00865.png,33,33,33,33,OK,,,,
00866.png,3,3,3,3,OK,,,,
00867.png,9,9,9,9,OK,,,,
00868.png,25,25,25,25,OK,,,,
00869.png,16,16,16,16,OK,,,,
00870.png,42,42,42,42,OK,,,,
00871.png,35,35,35,35,OK,,,,
00872.png,10,10,10,10,OK,,,,
00873.png,28,28,28,28,OK,,,,
00874.png,4,4,4,4,OK,,,,
00875.png,1,1,1,1,OK,,,,
00876.png,7,7,7,7,OK,,,,
00877.png,5,5,5,5,OK,,,,
00878.png,3,3,3,3,OK,,,,
00879.png,23,23,23,23,OK,,,,
00880.png,1,1,1,1,OK,,,,
00881.png,1,1,1,1,OK,,,,
00882.png,10,10,10,10,OK,,,,
00883.png,30,30,30,30,OK,,,,
00884.png,35,35,35,35,OK,,,,
00885.png,24,24,24,24,OK,,,,
00886.png,33,33,33,33,OK,,,,
00887.png,1,1,1,1,OK,,,,
00888.png,12,12,12,12,OK,,,,
00889.png,2,2,2,2,OK,,,,
00890.png,13,13,13,13,OK,,,,
00891.png,13,13,13,13,OK,,,,
00892.png,33,33,33,33,OK,,,,
00893.png,17,17,17,17,OK,,,,
00894.png,35,35,35,35,OK,,,,
00895.png,5,5,5,5,OK,,,,
00896.png,15,15,15,15,OK,,,,
00897.png,31,31,31,31,OK,,,,
00898.png,33,33,33,33,OK,,,,
00899.png,42,42,42,42,OK,,,,
00900.png,11,11,11,11,OK,,,,
00901.png,24,24,24,24,OK,,,,
00902.png,38,38,38,38,OK,,,,
00903.png,4,4,4,4,OK,,,,
00904.png,27,27,27,27,OK,,,,
00905.png,7,7,7,7,OK,,,,
00906.png,13,13,13,13,OK,,,,
00907.png,21,21,21,21,OK,,,,
00908.png,38,38,38,38,OK,,,,
00909.png,38,38,38,38,OK,,,,
00910.png,1,1,1,1,OK,,,,
00911.png,13,13,13,13,OK,,,,
00912.png,23,23,23,23,OK,,,,
00913.png,13,13,13,13,OK,,,,
00914.png,18,18,18,18,OK,,,,
00915.png,13,13,13,13,OK,,,,
00916.png,13,13,13,13,OK,,,,
00917.png,38,38,38,38,OK,,,,
00918.png,35,35,35,35,OK,,,,
00919.png,5,5,5,5,OK,,,,
00920.png,12,12,12,12,OK,,,,
00921.png,25,25,25,25,OK,,,,
00922.png,4,4,4,4,OK,,,,
00923.png,1,1,1,1,OK,,,,
00924.png,19,19,19,19,OK,,,,
00925.png,3,3,3,3,OK,,,,
00926.png,9,9,9,9,OK,,,,
00927.png,2,2,2,2,OK,,,,
00928.png,3,3,3,3,OK,,,,
00929.png,17,17,17,17,OK,,,,
00930.png,38,38,38,38,OK,,,,
00931.png,5,5,5,5,OK,,,,
00932.png,5,5,5,5,OK,,,,
00933.png,38,38,38,38,OK,,,,
00934.png,1,1,1,1,OK,,,,
00935.png,11,11,11,11,OK,,,,
00936.png,31,31,31,31,OK,,,,
00937.png,2,2,2,2,OK,,,,
00938.png,42,42,42,42,OK,,,,
00939.png,12,12,12,12,OK,,,,
00940.png,35,35,35,35,OK,,,,
00941.png,29,29,29,29,OK,,,,
00942.png,38,38,38,38,OK,,,,
00943.png,0,0,0,0,OK,,,,
00944.png,38,38,38,38,OK,,,,
00945.png,10,10,10,10,OK,,,,
00946.png,13,13,13,13,OK,,,,
00947.png,1,1,1,1,OK,,,,
00948.png,34,34,34,34,OK,,,,
00949.png,22,22,22,22,OK,,,,
00950.png,12,12,12,12,OK,,,,
00951.png,31,31,31,31,OK,,,,
00952.png,15,15,15,15,OK,,,,
00953.png,13,13,13,13,OK,,,,
00954.png,31,31,31,31,OK,,,,
00955.png,1,1,1,1,OK,,,,
00956.png,42,42,42,42,OK,,,,
00957.png,36,36,36,36,OK,,,,
00958.png,7,7,7,7,OK,,,,
00959.png,20,20,20,20,OK,,,,
00960.png,27,27,27,27,OK,,,,
00961.png,15,15,15,15,OK,,,,
00962.png,12,12,12,12,OK,,,,
00963.png,14,14,14,14,OK,,,,
00964.png,10,10,10,10,OK,,,,
00965.png,5,5,5,5,OK,,,,
00966.png,32,32,32,32,OK,,,,
00967.png,3,3,3,3,OK,,,,
00968.png,7,7,7,7,OK,,,,
00969.png,13,13,13,13,OK,,,,
00970.png,12,12,12,12,OK,,,,
00971.png,7,7,7,7,OK,,,,
00972.png,13,13,13,13,OK,,,,
00973.png,4,4,4,4,OK,,,,
00974.png,10,10,10,10,OK,,,,
00975.png,8,8,8,8,OK,,,,
00976.png,23,23,23,23,OK,,,,
00977.png,10,10,10,10,OK,,,,
00978.png,39,39,39,39,OK,,,,
00979.png,2,2,2,2,OK,,,,
00980.png,13,13,13,13,OK,,,,
00981.png,7,7,7,7,OK,,,,
00982.png,1,1,1,1,OK,,,,
00983.png,5,5,5,5,OK,,,,
00984.png,31,31,31,31,OK,,,,
00985.png,10,10,10,10,OK,,,,
00986.png,5,5,5,5,OK,,,,
00987.png,31,31,31,31,OK,,,,
00988.png,7,7,7,7,OK,,,,
00989.png,39,39,39,39,OK,,,,
00990.png,0,0,0,0,OK,,,,
00991.png,23,23,23,23,OK,,,,
00992.png,7,7,7,7,OK,,,,
00993.png,38,38,38,38,OK,,,,
00994.png,35,35,35,35,OK,,,,
00995.png,38,38,38,38,OK,,,,
00996.png,25,25,25,25,OK,,,,
00997.png,38,38,38,38,OK,,,,
00998.png,9,9,9,9,OK,,,,
00999.png,16,16,16,16,OK,,,,
01000.png,17,17,17,17,OK,,,,
01001.png,1,1,1,1,OK,,,,
01002.png,12,12,12,12,OK,,,,
01003.png,12,12,12,12,OK,,,,
01004.png,10,10,10,10,OK,,,,
01005.png,5,5,5,5,OK,,,,
01006.png,38,38,38,38,OK,,,,
01007.png,3,3,3,3,OK,,,,
01008.png,12,12,12,12,OK,,,,
01009.png,12,12,12,12,OK,,,,
01010.png,8,8,8,8,OK,,,,
01011.png,10,10,10,10,OK,,,,
01012.png,2,2,2,2,OK,,,,
01013.png,10,10,10,10,OK,,,,
01014.png,12,12,12,12,OK,,,,
01015.png,35,35,35,35,OK,,,,
01016.png,15,15,15,15,OK,,,,
01017.png,4,4,4,4,OK,,,,
01018.png,35,35,35,35,OK,,,,
01019.png,5,5,5,5,OK,,,,
01020.png,14,14,14,14,OK,,,,
01021.png,1,1,1,1,OK,,,,
01022.png,30,30,11,30,KO,,,,
01023.png,35,35,35,35,OK,,,,
01024.png,38,38,38,38,OK,,,,
01025.png,30,30,30,30,OK,,,,
01026.png,11,11,11,11,OK,,,,
01027.png,4,4,4,4,OK,,,,
01028.png,12,12,12,12,OK,,,,
01029.png,1,1,1,1,OK,,,,
01030.png,18,18,18,18,OK,,,,
01031.png,8,8,8,8,OK,,,,
01032.png,11,11,11,11,OK,,,,
01033.png,41,41,41,41,OK,,,,
01034.png,10,10,10,10,OK,,,,
01035.png,2,2,2,2,OK,,,,
01036.png,8,8,8,8,OK,,,,
01037.png,2,2,2,2,OK,,,,
01038.png,35,35,35,35,OK,,,,
01039.png,13,13,13,13,OK,,,,
01040.png,38,38,38,38,OK,,,,
01041.png,9,9,9,9,OK,,,,
01042.png,12,12,12,12,OK,,,,
01043.png,7,7,7,7,OK,,,,
01044.png,12,12,12,12,OK,,,,
01045.png,31,31,31,31,OK,,,,
01046.png,2,2,2,2,OK,,,,
01047.png,11,11,11,11,OK,,,,
01048.png,17,17,17,17,OK,,,,
01049.png,35,35,35,35,OK,,,,
01050.png,4,4,4,4,OK,,,,
01051.png,18,18,18,18,OK,,,,
01052.png,4,4,4,4,OK,,,,
01053.png,34,34,34,34,OK,,,,
01054.png,40,40,40,40,OK,,,,
01055.png,11,11,11,11,OK,,,,
01056.png,11,11,11,11,OK,,,,
01057.png,33,33,33,33,OK,,,,
01058.png,15,15,15,15,OK,,,,
01059.png,13,13,13,13,OK,,,,
01060.png,5,5,5,5,OK,,,,
01061.png,12,12,12,12,OK,,,,
01062.png,13,13,13,13,OK,,,,
01063.png,13,13,13,13,OK,,,,
01064.png,12,12,12,12,OK,,,,
01065.png,7,7,7,7,OK,,,,
01066.png,31,31,31,31,OK,,,,
01067.png,32,32,32,32,OK,,,,
01068.png,4,4,4,4,OK,,,,
01069.png,41,41,41,41,OK,,,,
01070.png,8,8,8,8,OK,,,,
01071.png,2,2,2,2,OK,,,,
01072.png,8,8,8,8,OK,,,,
01073.png,39,39,39,39,OK,,,,
01074.png,14,14,14,14,OK,,,,
01075.png,42,42,42,42,OK,,,,
01076.png,4,4,4,4,OK,,,,
01077.png,7,7,7,7,OK,,,,
01078.png,11,11,11,11,OK,,,,
01079.png,21,21,21,21,OK,,,,
01080.png,2,2,2,2,OK,,,,
01081.png,2,2,2,2,OK,,,,
01082.png,13,13,13,13,OK,,,,
01083.png,10,10,10,10,OK,,,,
01084.png,2,2,2,2,OK,,,,
01085.png,8,8,8,8,OK,,,,
01086.png,18,18,18,18,OK,,,,
01087.png,4,4,4,4,OK,,,,
01088.png,5,5,5,5,OK,,,,
01089.png,4,4,4,4,OK,,,,
01090.png,16,16,16,16,OK,,,,
01091.png,33,33,33,33,OK,,,,
01092.png,1,1,1,1,OK,,,,
01093.png,18,18,18,18,OK,,,,
01094.png,31,31,31,31,OK,,,,
01095.png,37,37,37,37,OK,,,,
01096.png,30,30,30,30,OK,,,,
01097.png,9,9,9,9,OK,,,,
01098.png,18,18,18,18,OK,,,,
01099.png,5,5,5,5,OK,,,,
01100.png,35,35,35,35,OK,,,,
01101.png,20,20,20,20,OK,,,,
01102.png,2,2,2,2,OK,,,,
01103.png,20,20,20,20,OK,,,,
01104.png,23,23,23,23,OK,,,,
01105.png,5,5,5,5,OK,,,,
01106.png,8,8,8,8,OK,,,,
01107.png,9,9,9,9,OK,,,,
01108.png,38,38,38,38,OK,,,,
01109.png,12,12,12,12,OK,,,,
01110.png,35,35,35,35,OK,,,,
01111.png,5,5,5,5,OK,,,,
01112.png,11,11,11,11,OK,,,,
01113.png,10,10,10,10,OK,,,,
01114.png,12,12,12,12,OK,,,,
01115.png,33,33,33,33,OK,,,,
01116.png,8,8,8,8,OK,,,,
01117.png,38,38,38,38,OK,,,,
01118.png,3,3,3,3,OK,,,,
01119.png,32,32,32,32,OK,,,,
01120.png,31,31,31,31,OK,,,,
01121.png,41,41,41,41,OK,,,,
01122.png,35,35,35,35,OK,,,,
01123.png,40,40,40,40,OK,,,,
01124.png,13,13,13,13,OK,,,,
01125.png,7,7,7,7,OK,,,,
01126.png,12,12,12,12,OK,,,,
01127.png,8,8,8,8,OK,,,,
01128.png,13,13,13,13,OK,,,,
01129.png,1,1,1,1,OK,,,,
01130.png,13,13,13,13,OK,,,,
01131.png,8,8,8,8,OK,,,,
01132.png,40,40,40,40,OK,,,,
01133.png,4,4,4,4,OK,,,,
01134.png,4,4,4,4,OK,,,,
01135.png,5,5,5,5,OK,,,,
01136.png,17,17,17,17,OK,,,,
01137.png,18,18,18,18,OK,,,,
01138.png,12,12,12,12,OK,,,,
01139.png,35,35,35,35,OK,,,,
01140.png,8,8,8,8,OK,,,,
01141.png,33,33,33,33,OK,,,,
01142.png,3,3,3,3,OK,,,,
01143.png,15,15,15,15,OK,,,,
01144.png,12,12,12,12,OK,,,,
01145.png,14,14,14,14,OK,,,,
01146.png,9,9,9,9,OK,,,,
01147.png,4,4,4,4,OK,,,,
01148.png,5,5,5,5,OK,,,,
01149.png,31,31,31,31,OK,,,,
01150.png,32,32,32,32,OK,,,,
01151.png,3,3,3,3,OK,,,,
01152.png,25,25,25,25,OK,,,,
01153.png,1,1,1,1,OK,,,,
01154.png,10,10,10,10,OK,,,,
01155.png,33,33,33,33,OK,,,,
01156.png,4,4,4,4,OK,,,,
01157.png,35,35,35,35,OK,,,,
01158.png,9,9,9,9,OK,,,,
01159.png,1,1,1,1,OK,,,,
01160.png,32,32,32,32,OK,,,,
01161.png,4,4,4,4,OK,,,,
01162.png,13,13,13,13,OK,,,,
01163.png,17,17,17,17,OK,,,,
01164.png,4,4,4,4,OK,,,,
01165.png,6,6,6,6,OK,,,,
01166.png,26,26,26,26,OK,,,,
01167.png,38,38,38,38,OK,,,,
01168.png,2,2,2,2,OK,,,,
01169.png,20,20,20,20,OK,,,,
01170.png,11,11,11,11,OK,,,,
01171.png,41,41,41,41,OK,,,,
01172.png,38,38,38,38,OK,,,,
01173.png,34,34,34,34,OK,,,,
01174.png,38,38,38,38,OK,,,,
01175.png,39,39,39,39,OK,,,,
01176.png,1,1,1,1,OK,,,,
01177.png,18,18,18,18,OK,,,,
01178.png,5,5,5,5,OK,,,,
01179.png,9,9,9,9,OK,,,,
01180.png,26,26,26,26,OK,,,,
01181.png,17,17,17,17,OK,,,,
01182.png,31,31,31,31,OK,,,,
01183.png,24,24,24,24,OK,,,,
01184.png,37,37,37,37,OK,,,,
01185.png,12,12,12,12,OK,,,,
01186.png,22,22,22,22,OK,,,,
01187.png,5,5,5,5,OK,,,,
01188.png,8,8,8,8,OK,,,,
01189.png,26,12,12,12,KO,,,,
01190.png,10,10,10,10,OK,,,,
01191.png,2,2,2,2,OK,,,,
01192.png,2,2,2,2,OK,,,,
01193.png,10,10,10,10,OK,,,,
01194.png,7,7,7,7,OK,,,,
01195.png,10,10,10,10,OK,,,,
01196.png,14,14,14,14,OK,,,,
01197.png,9,9,9,9,OK,,,,
01198.png,8,8,8,8,OK,,,,
01199.png,14,14,14,14,OK,,,,
01200.png,5,5,5,5,OK,,,,
01201.png,5,5,5,5,OK,,,,
01202.png,25,25,25,25,OK,,,,
01203.png,4,4,4,4,OK,,,,
01204.png,3,3,3,3,OK,,,,
01205.png,29,29,29,29,OK,,,,
01206.png,40,40,40,40,OK,,,,
01207.png,16,16,16,16,OK,,,,
01208.png,35,35,35,35,OK,,,,
01209.png,11,11,11,11,OK,,,,
01210.png,18,18,18,18,OK,,,,
01211.png,12,12,12,12,OK,,,,
01212.png,39,39,39,39,OK,,,,
01213.png,12,12,12,12,OK,,,,
01214.png,30,30,30,30,OK,,,,
01215.png,12,12,12,12,OK,,,,
01216.png,13,13,13,13,OK,,,,
01217.png,9,9,9,9,OK,,,,
01218.png,9,9,9,9,OK,,,,
01219.png,11,11,11,11,OK,,,,
01220.png,13,13,13,13,OK,,,,
01221.png,17,17,17,17,OK,,,,
01222.png,29,29,29,29,OK,,,,
01223.png,14,14,14,14,OK,,,,
01224.png,17,17,17,17,OK,,,,
01225.png,26,26,26,26,OK,,,,
01226.png,1,1,1,1,OK,,,,
01227.png,13,13,13,13,OK,,,,
01228.png,11,11,11,11,OK,,,,
01229.png,10,10,10,10,OK,,,,
01230.png,5,5,5,5,OK,,,,
01231.png,5,5,5,5,OK,,,,
01232.png,4,4,4,4,OK,,,,
01233.png,4,4,4,4,OK,,,,
01234.png,3,3,3,3,OK,,,,
01235.png,34,34,34,34,OK,,,,
01236.png,23,23,23,23,OK,,,,
01237.png,4,4,4,4,OK,,,,
01238.png,7,7,7,7,OK,,,,
01239.png,14,14,14,14,OK,,,,
01240.png,12,12,12,12,OK,,,,
01241.png,22,22,22,22,OK,,,,
01242.png,37,37,37,37,OK,,,,
01243.png,35,35,35,35,OK,,,,
01244.png,12,12,12,12,OK,,,,
01245.png,28,28,28,28,OK,,,,
01246.png,28,28,28,28,OK,,,,
01247.png,2,2,2,2,OK,,,,
01248.png,3,3,3,3,OK,,,,
01249.png,12,12,12,12,OK,,,,
01250.png,10,10,10,10,OK,,,,
01251.png,1,1,1,1,OK,,,,
01252.png,8,8,8,8,OK,,,,
01253.png,17,17,17,17,OK,,,,
01254.png,37,37,37,37,OK,,,,
01255.png,12,12,12,12,OK,,,,
01256.png,31,31,31,31,OK,,,,
01257.png,11,11,11,11,OK,,,,
01258.png,9,9,9,9,OK,,,,
01259.png,5,5,5,5,OK,,,,
01260.png,5,5,5,5,OK,,,,
01261.png,8,8,8,8,OK,,,,
01262.png,9,9,9,9,OK,,,,
01263.png,5,5,5,5,OK,,,,
01264.png,10,10,10,10,OK,,,,
01265.png,38,38,38,38,OK,,,,
01266.png,42,42,42,42,OK,,,,
01267.png,18,18,18,18,OK,,,,
01268.png,2,2,2,2,OK,,,,
01269.png,14,14,14,14,OK,,,,
01270.png,3,1,2,2,KO,,,,
01271.png,12,12,12,12,OK,,,,
01272.png,3,3,3,3,OK,,,,
01273.png,2,2,2,2,OK,,,,
01274.png,42,42,42,42,OK,,,,
01275.png,8,8,8,8,OK,,,,
01276.png,18,18,18,18,OK,,,,
01277.png,14,14,14,14,OK,,,,
01278.png,5,5,5,5,OK,,,,
01279.png,0,0,0,0,OK,,,,
01280.png,2,2,2,2,OK,,,,
01281.png,1,1,1,1,OK,,,,
01282.png,14,14,14,14,OK,,,,
01283.png,36,36,36,36,OK,,,,
01284.png,11,11,11,11,OK,,,,
01285.png,13,13,13,13,OK,,,,
01286.png,11,11,11,11,OK,,,,
01287.png,10,10,10,10,OK,,,,
01288.png,8,8,8,8,OK,,,,
01289.png,34,34,34,34,OK,,,,
01290.png,4,4,4,4,OK,,,,
01291.png,38,38,38,38,OK,,,,
01292.png,14,14,14,14,OK,,,,
01293.png,2,2,2,2,OK,,,,
01294.png,7,7,7,7,OK,,,,
01295.png,17,17,17,17,OK,,,,
01296.png,29,29,29,29,OK,,,,
01297.png,33,33,33,33,OK,,,,
01298.png,28,28,28,28,OK,,,,
01299.png,7,7,7,7,OK,,,,
01300.png,38,38,38,38,OK,,,,
01301.png,18,18,18,18,OK,,,,
01302.png,14,14,14,14,OK,,,,
01303.png,1,1,1,1,OK,,,,
01304.png,33,33,33,33,OK,,,,
01305.png,16,16,16,16,OK,,,,
01306.png,4,4,4,4,OK,,,,
01307.png,19,19,19,19,OK,,,,
01308.png,23,23,23,23,OK,,,,
01309.png,6,6,6,6,OK,,,,
01310.png,5,5,5,5,OK,,,,
01311.png,8,8,8,8,OK,,,,
01312.png,8,8,8,8,OK,,,,
01313.png,10,10,10,10,OK,,,,
01314.png,34,34,34,34,OK,,,,
01315.png,35,35,35,35,OK,,,,
01316.png,5,5,5,5,OK,,,,
01317.png,11,25,25,11,KO,,,,
01318.png,13,13,13,13,OK,,,,
01319.png,35,35,35,35,OK,,,,
01320.png,38,38,38,38,OK,,,,
01321.png,9,9,9,9,OK,,,,
01322.png,15,15,15,15,OK,,,,
01323.png,5,5,5,5,OK,,,,
01324.png,14,14,14,14,OK,,,,
01325.png,26,26,26,26,OK,,,,
01326.png,42,42,42,42,OK,,,,
01327.png,26,26,26,26,OK,,,,
01328.png,13,13,13,13,OK,,,,
01329.png,17,17,17,17,OK,,,,
01330.png,10,10,10,10,OK,,,,
01331.png,4,4,4,4,OK,,,,
01332.png,4,4,4,4,OK,,,,
01333.png,9,9,9,9,OK,,,,
01334.png,1,1,1,1,OK,,,,
01335.png,2,2,2,2,OK,,,,
01336.png,34,34,34,34,OK,,,,
01337.png,1,1,1,1,OK,,,,
01338.png,42,42,42,42,OK,,,,
01339.png,31,31,31,31,OK,,,,
01340.png,13,13,13,13,OK,,,,
01341.png,9,9,9,9,OK,,,,
01342.png,13,13,13,13,OK,,,,
01343.png,12,12,12,12,OK,,,,
01344.png,38,38,38,38,OK,,,,
01345.png,8,8,8,8,OK,,,,
01346.png,35,35,35,35,OK,,,,
01347.png,38,38,38,38,OK,,,,
01348.png,7,7,7,7,OK,,,,
01349.png,2,2,2,2,OK,,,,
01350.png,5,5,5,5,OK,,,,
01351.png,12,12,12,12,OK,,,,
01352.png,25,25,25,25,OK,,,,
01353.png,8,8,8,8,OK,,,,
01354.png,2,2,2,2,OK,,,,
01355.png,12,12,12,12,OK,,,,
01356.png,28,28,28,28,OK,,,,
01357.png,12,12,12,12,OK,,,,
01358.png,2,2,2,2,OK,,,,
01359.png,2,2,2,2,OK,,,,
01360.png,26,26,26,26,OK,,,,
01361.png,3,3,3,3,OK,,,,
01362.png,8,8,8,8,OK,,,,
01363.png,30,11,30,30,KO,,,,
01364.png,8,8,8,8,OK,,,,
01365.png,10,10,10,10,OK,,,,
01366.png,12,12,12,12,OK,,,,
01367.png,5,5,5,5,OK,,,,
01368.png,40,40,40,40,OK,,,,
01369.png,2,2,2,2,OK,,,,
01370.png,33,33,33,33,OK,,,,
01371.png,25,25,25,25,OK,,,,
01372.png,2,2,2,2,OK,,,,
01373.png,41,41,41,41,OK,,,,
01374.png,16,16,16,16,OK,,,,
01375.png,18,18,18,18,OK,,,,
01376.png,8,8,8,8,OK,,,,
01377.png,3,3,3,3,OK,,,,
01378.png,34,34,34,34,OK,,,,
01379.png,31,31,31,31,OK,,,,
01380.png,9,9,9,9,OK,,,,
01381.png,9,9,9,9,OK,,,,
01382.png,13,13,13,13,OK,,,,
01383.png,38,38,38,38,OK,,,,
01384.png,7,7,7,7,OK,,,,
01385.png,4,4,4,4,OK,,,,
01386.png,4,4,4,4,OK,,,,
01387.png,13,13,13,13,OK,,,,
01388.png,12,12,12,12,OK,,,,
01389.png,18,18,18,18,OK,,,,
01390.png,8,8,8,8,OK,,,,
01391.png,38,38,38,38,OK,,,,
01392.png,25,25,25,25,OK,,,,
01393.png,5,5,5,5,OK,,,,
01394.png,2,2,2,2,OK,,,,
