id,홍,태훈,수환,철승,result,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
00604.png,3,3,3,3,OK,,,,3.0
00605.png,9,9,9,9,OK,,,,9.0
00606.png,7,7,7,7,OK,,,,7.0
00607.png,38,38,38,38,OK,,,,38.0
00608.png,28,28,28,28,OK,,,,28.0
00609.png,9,9,9,9,OK,,,,9.0
00610.png,27,27,27,27,OK,,,,27.0
00611.png,41,41,41,41,OK,,,,41.0
00612.png,1,1,1,1,OK,,,,1.0
00613.png,29,29,29,29,OK,,,,29.0
00614.png,11,11,11,11,OK,,,,11.0
00615.png,10,10,10,10,OK,,,,10.0
00616.png,25,25,25,25,OK,,,,25.0
00617.png,1,1,1,1,OK,,,,1.0
00618.png,10,10,10,10,OK,,,,10.0
00619.png,38,38,38,38,OK,,,,38.0
00620.png,30,30,30,30,OK,,,,30.0
00621.png,14,14,14,14,OK,,,,14.0
00622.png,1,1,1,1,OK,,,,1.0
00623.png,12,12,12,12,OK,,,,12.0
00624.png,7,7,7,7,OK,,,,7.0
00625.png,13,13,13,13,OK,,,,13.0
00626.png,28,28,28,28,OK,,,,28.0
00627.png,8,8,8,8,OK,,,,8.0
00628.png,2,2,2,2,OK,,,,2.0
00629.png,17,17,17,17,OK,,,,17.0
00630.png,5,5,5,5,OK,,,,5.0
00631.png,35,35,35,35,OK,,,,35.0
00632.png,25,25,25,25,OK,,,,25.0
00633.png,8,8,8,8,OK,,,,8.0
00634.png,4,4,4,4,OK,,,,4.0
00635.png,7,7,7,7,OK,,,,7.0
00636.png,16,16,16,16,OK,,,,16.0
00637.png,29,29,29,29,OK,,,,29.0
00638.png,17,17,17,17,OK,,,,17.0
00639.png,9,9,9,9,OK,,,,9.0
00640.png,7,7,7,7,OK,,,,7.0
00641.png,8,8,8,8,OK,,,,8.0
00642.png,17,17,17,17,OK,,,,17.0
00643.png,11,11,11,11,OK,,,,11.0
00644.png,2,2,2,2,OK,,,,2.0
00645.png,13,13,13,13,OK,,,,13.0
00646.png,12,12,12,12,OK,,,,12.0
00647.png,7,7,7,7,OK,,,,7.0
00648.png,1,1,1,1,OK,,,,1.0
00649.png,2,2,2,2,OK,,,,2.0
00650.png,32,32,32,32,OK,,,,32.0
00651.png,17,17,17,17,OK,,,,17.0
00652.png,13,13,13,13,OK,,,,13.0
00653.png,5,5,5,5,OK,,,,5.0
00654.png,12,12,12,12,OK,,,,12.0
00655.png,11,11,11,11,OK,,,,11.0
00656.png,29,29,29,29,OK,,,,29.0
00657.png,13,13,13,13,OK,,,,13.0
00658.png,13,13,13,13,OK,,,,13.0
00659.png,10,10,10,10,OK,,,,10.0
00660.png,5,5,5,5,OK,,,,5.0
00661.png,13,13,13,13,OK,,,,13.0
00662.png,2,2,2,2,OK,,,,2.0
00663.png,7,7,7,7,OK,,,,7.0
00664.png,13,13,13,13,OK,,,,13.0
00665.png,10,10,10,10,OK,,,,10.0
00666.png,14,14,14,14,OK,,,,14.0
00667.png,13,13,13,13,OK,,,,13.0
00668.png,11,11,11,11,OK,,,,11.0
00669.png,4,4,4,4,OK,,,,4.0
00670.png,15,15,15,15,OK,,,,15.0
00671.png,10,10,10,10,OK,,,,10.0
00672.png,36,36,36,36,OK,,,,36.0
00673.png,35,35,35,35,OK,,,,35.0
00674.png,26,26,26,26,OK,,,,26.0
00675.png,0,0,0,0,OK,,,,0.0
00676.png,25,25,25,25,OK,,,,25.0
00677.png,18,18,18,18,OK,,,,18.0
00678.png,29,29,29,29,OK,,,,29.0
00679.png,8,8,8,8,OK,,,,8.0
00680.png,13,13,13,13,OK,,,,13.0
00681.png,14,14,14,14,OK,,,,14.0
00682.png,34,35,35,35,KO,,,,35.0
00683.png,12,12,12,12,OK,,,,12.0
00684.png,35,35,35,35,OK,,,,35.0
00685.png,35,35,35,35,OK,,,,35.0
00686.png,14,14,14,14,OK,,,,14.0
00687.png,25,25,25,25,OK,,,,25.0
00688.png,17,17,17,17,OK,,,,17.0
00689.png,34,34,34,34,OK,,,,34.0
00690.png,5,5,5,5,OK,,,,5.0
00691.png,4,4,4,4,OK,,,,4.0
00692.png,4,4,4,4,OK,,,,4.0
00693.png,13,13,13,13,OK,,,,13.0
00694.png,29,29,29,29,OK,,,,29.0
00695.png,4,4,4,4,OK,,,,4.0
00696.png,5,5,5,5,OK,,,,5.0
00697.png,8,8,8,8,OK,,,,8.0
00698.png,1,1,1,1,OK,,,,1.0
00699.png,2,2,2,2,OK,,,,2.0
00700.png,3,3,3,3,OK,,,,3.0
00701.png,4,4,4,4,OK,,,,4.0
00702.png,39,39,39,39,OK,,,,39.0
00703.png,12,12,12,12,OK,,,,12.0
00704.png,7,7,7,7,OK,,,,7.0
00705.png,16,16,16,16,OK,,,,16.0
00706.png,12,12,12,12,OK,,,,12.0
00707.png,12,12,12,12,OK,,,,12.0
00708.png,18,18,18,18,OK,,,,18.0
00709.png,16,16,16,16,OK,,,,16.0
00710.png,2,2,2,2,OK,,,,2.0
00711.png,36,36,36,36,OK,,,,36.0
00712.png,11,11,11,11,OK,,,,11.0
00713.png,39,39,39,39,OK,,,,39.0
00714.png,4,4,4,4,OK,,,,4.0
00715.png,6,6,6,6,OK,,,,6.0
00716.png,2,2,2,2,OK,,,,2.0
00717.png,36,36,36,36,OK,,,,36.0
00718.png,1,1,1,1,OK,,,,1.0
00719.png,5,5,5,5,OK,,,,5.0
00720.png,10,10,10,10,OK,,,,10.0
00721.png,13,13,13,13,OK,,,,13.0
00722.png,5,5,5,5,OK,,,,5.0
00723.png,30,30,30,30,OK,,,,30.0
00724.png,38,38,38,38,OK,,,,38.0
00725.png,13,13,13,13,OK,,,,13.0
00726.png,14,14,14,14,OK,,,,14.0
00727.png,11,11,11,11,OK,,,,11.0
00728.png,11,11,11,11,OK,,,,11.0
00729.png,35,35,35,35,OK,,,,35.0
00730.png,25,25,25,25,OK,,,,25.0
00731.png,2,2,2,2,OK,,,,2.0
00732.png,14,14,14,14,OK,,,,14.0
00733.png,38,38,38,38,OK,,,,38.0
00734.png,15,15,15,15,OK,,,,15.0
00735.png,38,38,38,38,OK,,,,38.0
00736.png,39,39,39,39,OK,,,,39.0
00737.png,38,38,38,38,OK,,,,38.0
00738.png,4,4,4,4,OK,,,,4.0
00739.png,1,1,1,1,OK,,,,1.0
00740.png,3,3,3,3,OK,,,,3.0
00741.png,1,1,1,1,OK,,,,1.0
00742.png,35,35,35,35,OK,,,,35.0
00743.png,17,17,17,17,OK,,,,17.0
00744.png,4,4,4,4,OK,,,,4.0
00745.png,17,17,17,17,OK,,,,17.0
00746.png,4,4,4,4,OK,,,,4.0
00747.png,2,2,2,2,OK,,,,2.0
00748.png,5,5,5,5,OK,,,,5.0
00749.png,30,30,30,30,OK,,,,30.0
00750.png,10,10,10,10,OK,,,,10.0
00751.png,28,28,28,28,OK,,,,28.0
00752.png,9,9,9,9,OK,,,,9.0
00753.png,28,28,28,28,OK,,,,28.0
00754.png,22,22,22,22,OK,,,,22.0
00755.png,42,42,42,42,OK,,,,42.0
00756.png,2,2,2,2,OK,,,,2.0
00757.png,12,12,12,12,OK,,,,12.0
00758.png,3,3,3,3,OK,,,,3.0
00759.png,23,23,23,23,OK,,,,23.0
00760.png,3,3,3,3,OK,,,,3.0
00761.png,13,13,13,13,OK,,,,13.0
00762.png,10,10,10,10,OK,,,,10.0
00763.png,3,3,3,3,OK,,,,3.0
00764.png,12,12,12,12,OK,,,,12.0
00765.png,4,4,4,4,OK,,,,4.0
00766.png,1,1,1,1,OK,,,,1.0
00767.png,5,5,5,5,OK,,,,5.0
00768.png,3,3,3,3,OK,,,,3.0
00769.png,9,9,9,9,OK,,,,9.0
00770.png,10,10,10,10,OK,,,,10.0
00771.png,4,4,4,4,OK,,,,4.0
00772.png,13,13,13,13,OK,,,,13.0
00773.png,28,28,28,28,OK,,,,28.0
00774.png,3,3,3,3,OK,,,,3.0
00775.png,4,4,4,4,OK,,,,4.0
00776.png,15,15,15,15,OK,,,,15.0
00777.png,15,15,15,15,OK,,,,15.0
00778.png,0,0,0,0,OK,,,,0.0
00779.png,33,33,33,33,OK,,,,33.0
00780.png,2,2,2,2,OK,,,,2.0
00781.png,39,39,39,39,OK,,,,39.0
00782.png,12,12,12,12,OK,,,,12.0
00783.png,38,38,38,38,OK,,,,38.0
00784.png,7,7,7,7,OK,,,,7.0
00785.png,10,10,10,10,OK,,,,10.0
00786.png,2,2,2,2,OK,,,,2.0
00787.png,10,10,10,10,OK,,,,10.0
00788.png,2,2,2,2,OK,,,,2.0
00789.png,38,38,38,38,OK,,,,38.0
00790.png,2,2,2,2,OK,,,,2.0
00791.png,5,5,5,5,OK,,,,5.0
00792.png,1,1,1,1,OK,,,,1.0
00793.png,3,3,3,3,OK,,,,3.0
00794.png,1,1,1,1,OK,,,,1.0
00795.png,42,42,42,42,OK,,,,42.0
00796.png,15,15,15,15,OK,,,,15.0
00797.png,15,15,15,15,OK,,,,15.0
00798.png,4,4,4,4,OK,,,,4.0
00799.png,15,15,15,15,OK,,,,15.0
00800.png,38,38,38,38,OK,,,,38.0
00801.png,25,25,25,25,OK,,,,25.0
00802.png,5,5,5,5,OK,,,,5.0
00803.png,5,5,5,5,OK,,,,5.0
00804.png,12,12,12,12,OK,,,,12.0
00805.png,2,2,2,2,OK,,,,2.0
00806.png,26,26,26,26,OK,,,,26.0
00807.png,0,0,0,0,OK,,,,0.0
00808.png,17,17,17,17,OK,,,,17.0
00809.png,0,0,0,0,OK,,,,0.0
00810.png,26,26,26,26,OK,,,,26.0
00811.png,31,31,31,31,OK,,,,31.0
00812.png,4,4,4,4,OK,,,,4.0
00813.png,13,13,13,13,OK,,,,13.0
00814.png,17,17,17,17,OK,,,,17.0
00815.png,1,1,1,1,OK,,,,1.0
00816.png,11,11,11,11,OK,,,,11.0
00817.png,8,8,8,8,OK,,,,8.0
00818.png,1,1,1,1,OK,,,,1.0
00819.png,2,2,2,2,OK,,,,2.0
00820.png,4,4,4,4,OK,,,,4.0
00821.png,14,14,14,14,OK,,,,14.0
00822.png,3,3,3,3,OK,,,,3.0
00823.png,4,4,4,4,OK,,,,4.0
00824.png,25,25,25,25,OK,,,,25.0
00825.png,4,4,4,4,OK,,,,4.0
00826.png,15,15,15,15,OK,,,,15.0
00827.png,2,2,2,2,OK,,,,2.0
00828.png,38,38,38,38,OK,,,,38.0
00829.png,27,27,27,28,KO,,,,27.0
00830.png,37,37,37,37,OK,,,,37.0
00831.png,7,7,7,7,OK,,,,7.0
00832.png,1,1,1,1,OK,,,,1.0
00833.png,18,18,18,18,OK,,,,18.0
00834.png,28,28,28,28,OK,,,,28.0
00835.png,11,11,11,11,OK,,,,11.0
00836.png,10,10,10,10,OK,,,,10.0
00837.png,9,9,9,9,OK,,,,9.0
00838.png,15,15,15,15,OK,,,,15.0
00839.png,11,11,11,11,OK,,,,11.0
00840.png,12,12,12,12,OK,,,,12.0
00841.png,10,10,10,10,OK,,,,10.0
00842.png,13,13,13,13,OK,,,,13.0
00843.png,13,13,13,13,OK,,,,13.0
00844.png,25,25,25,25,OK,,,,25.0
00845.png,4,4,4,4,OK,,,,4.0
00846.png,1,1,1,1,OK,,,,1.0
00847.png,38,38,38,38,OK,,,,38.0
00848.png,12,12,12,12,OK,,,,12.0
00849.png,23,23,23,23,OK,,,,23.0
00850.png,10,10,10,10,OK,,,,10.0
00851.png,2,2,2,2,OK,,,,2.0
00852.png,1,1,1,1,OK,,,,1.0
00853.png,29,29,29,29,OK,,,,29.0
00854.png,24,24,24,24,OK,,,,24.0
00855.png,10,10,10,10,OK,,,,10.0
00856.png,1,1,1,1,OK,,,,1.0
00857.png,28,28,28,28,OK,,,,28.0
00858.png,3,3,3,3,OK,,,,3.0
00859.png,30,30,11,11,KO,,,,11.0
00860.png,5,5,5,5,OK,,,,5.0
00861.png,6,6,6,6,OK,,,,6.0
00862.png,9,9,9,9,OK,,,,9.0
00863.png,2,2,2,2,OK,,,,2.0
00864.png,1,1,1,1,OK,,,,1.0
00865.png,33,33,33,33,OK,,,,33.0
00866.png,3,3,3,3,OK,,,,3.0
00867.png,9,9,9,9,OK,,,,9.0
00868.png,25,25,25,25,OK,,,,25.0
00869.png,16,16,16,16,OK,,,,16.0
00870.png,42,42,42,42,OK,,,,42.0
00871.png,35,35,35,35,OK,,,,35.0
00872.png,10,10,10,10,OK,,,,10.0
00873.png,28,28,28,28,OK,,,,28.0
00874.png,4,4,4,4,OK,,,,4.0
00875.png,1,1,1,1,OK,,,,1.0
00876.png,7,7,7,7,OK,,,,7.0
00877.png,5,5,5,5,OK,,,,5.0
00878.png,3,3,3,3,OK,,,,3.0
00879.png,23,23,23,23,OK,,,,23.0
00880.png,1,1,1,1,OK,,,,1.0
00881.png,1,1,1,1,OK,,,,1.0
00882.png,10,10,10,10,OK,,,,10.0
00883.png,30,30,30,30,OK,,,,30.0
00884.png,35,35,35,35,OK,,,,35.0
00885.png,24,24,24,24,OK,,,,24.0
00886.png,33,33,33,33,OK,,,,33.0
00887.png,1,1,1,1,OK,,,,1.0
00888.png,12,12,12,12,OK,,,,12.0
00889.png,2,2,2,2,OK,,,,2.0
00890.png,13,13,13,13,OK,,,,13.0
00891.png,13,13,13,13,OK,,,,13.0
00892.png,33,33,33,33,OK,,,,33.0
00893.png,17,17,17,17,OK,,,,17.0
00894.png,35,35,35,35,OK,,,,35.0
00895.png,5,5,5,5,OK,,,,5.0
00896.png,15,15,15,15,OK,,,,15.0
00897.png,31,31,31,31,OK,,,,31.0
00898.png,33,33,33,33,OK,,,,33.0
00899.png,42,42,42,42,OK,,,,42.0
00900.png,11,11,11,11,OK,,,,11.0
00901.png,24,24,24,24,OK,,,,24.0
00902.png,38,38,38,38,OK,,,,38.0
00903.png,4,4,4,4,OK,,,,4.0
00904.png,27,27,27,27,OK,,,,27.0
00905.png,7,7,7,7,OK,,,,7.0
00906.png,13,13,13,13,OK,,,,13.0
00907.png,21,21,21,21,OK,,,,21.0
00908.png,38,38,38,38,OK,,,,38.0
00909.png,38,38,38,38,OK,,,,38.0
00910.png,1,1,1,1,OK,,,,1.0
00911.png,13,13,13,13,OK,,,,13.0
00912.png,23,23,23,23,OK,,,,23.0
00913.png,13,13,13,13,OK,,,,13.0
00914.png,18,18,18,18,OK,,,,18.0
00915.png,13,13,13,13,OK,,,,13.0
00916.png,13,13,13,13,OK,,,,13.0
00917.png,38,38,38,38,OK,,,,38.0
00918.png,35,35,35,35,OK,,,,35.0
00919.png,5,5,5,5,OK,,,,5.0
00920.png,12,12,12,12,OK,,,,12.0
00921.png,25,25,25,25,OK,,,,25.0
00922.png,4,4,4,4,OK,,,,4.0
00923.png,1,1,1,1,OK,,,,1.0
00924.png,19,19,19,19,OK,,,,19.0
00925.png,3,3,3,3,OK,,,,3.0
00926.png,9,9,9,9,OK,,,,9.0
00927.png,2,2,2,2,OK,,,,2.0
00928.png,3,3,3,3,OK,,,,3.0
00929.png,17,17,17,17,OK,,,,17.0
00930.png,38,38,38,38,OK,,,,38.0
00931.png,5,5,5,5,OK,,,,5.0
00932.png,5,5,5,5,OK,,,,5.0
00933.png,38,38,38,38,OK,,,,38.0
00934.png,1,1,1,1,OK,,,,1.0
00935.png,11,11,11,11,OK,,,,11.0
00936.png,31,31,31,31,OK,,,,31.0
00937.png,2,2,2,2,OK,,,,2.0
00938.png,42,42,42,42,OK,,,,42.0
00939.png,12,12,12,12,OK,,,,12.0
00940.png,35,35,35,35,OK,,,,35.0
00941.png,29,29,29,29,OK,,,,29.0
00942.png,38,38,38,38,OK,,,,38.0
00943.png,0,0,0,0,OK,,,,0.0
00944.png,38,38,38,38,OK,,,,38.0
00945.png,10,10,10,10,OK,,,,10.0
00946.png,13,13,13,13,OK,,,,13.0
00947.png,1,1,1,1,OK,,,,1.0
00948.png,34,34,34,34,OK,,,,34.0
00949.png,22,22,22,22,OK,,,,22.0
00950.png,12,12,12,12,OK,,,,12.0
00951.png,31,31,31,31,OK,,,,31.0
00952.png,15,15,15,15,OK,,,,15.0
00953.png,13,13,13,13,OK,,,,13.0
00954.png,31,31,31,31,OK,,,,31.0
00955.png,1,1,1,1,OK,,,,1.0
00956.png,42,42,42,42,OK,,,,42.0
00957.png,36,36,36,36,OK,,,,36.0
00958.png,7,7,7,7,OK,,,,7.0
00959.png,20,20,20,20,OK,,,,20.0
00960.png,27,27,27,27,OK,,,,27.0
00961.png,15,15,15,15,OK,,,,15.0
00962.png,12,12,12,12,OK,,,,12.0
00963.png,14,14,14,14,OK,,,,14.0
00964.png,10,10,10,10,OK,,,,10.0
00965.png,5,5,5,5,OK,,,,5.0
00966.png,32,32,32,32,OK,,,,32.0
00967.png,3,3,3,3,OK,,,,3.0
00968.png,7,7,7,7,OK,,,,7.0
00969.png,13,13,13,13,OK,,,,13.0
00970.png,12,12,12,12,OK,,,,12.0
00971.png,7,7,7,7,OK,,,,7.0
00972.png,13,13,13,13,OK,,,,13.0
00973.png,4,4,4,4,OK,,,,4.0
00974.png,10,10,10,10,OK,,,,10.0
00975.png,8,8,8,8,OK,,,,8.0
00976.png,23,23,23,23,OK,,,,23.0
00977.png,10,10,10,10,OK,,,,10.0
00978.png,39,39,39,39,OK,,,,39.0
00979.png,2,2,2,2,OK,,,,2.0
00980.png,13,13,13,13,OK,,,,13.0
00981.png,7,7,7,7,OK,,,,7.0
00982.png,1,1,1,1,OK,,,,1.0
00983.png,5,5,5,5,OK,,,,5.0
00984.png,31,31,31,31,OK,,,,31.0
00985.png,10,10,10,10,OK,,,,10.0
00986.png,5,5,5,5,OK,,,,5.0
00987.png,31,31,31,31,OK,,,,31.0
00988.png,7,7,7,7,OK,,,,7.0
00989.png,39,39,39,39,OK,,,,39.0
00990.png,0,0,0,0,OK,,,,0.0
00991.png,23,23,23,23,OK,,,,23.0
00992.png,7,7,7,7,OK,,,,7.0
00993.png,38,38,38,38,OK,,,,38.0
00994.png,35,35,35,35,OK,,,,35.0
00995.png,38,38,38,38,OK,,,,38.0
00996.png,25,25,25,25,OK,,,,25.0
00997.png,38,38,38,38,OK,,,,38.0
00998.png,9,9,9,9,OK,,,,9.0
00999.png,16,16,16,16,OK,,,,16.0
01000.png,17,17,17,17,OK,,,,17.0
01001.png,1,1,1,1,OK,,,,1.0
01002.png,12,12,12,12,OK,,,,12.0
01003.png,12,12,12,12,OK,,,,12.0
01004.png,10,10,10,10,OK,,,,10.0
01005.png,5,5,5,5,OK,,,,5.0
01006.png,38,38,38,38,OK,,,,38.0
01007.png,3,3,3,3,OK,,,,3.0
01008.png,12,12,12,12,OK,,,,12.0
01009.png,12,12,12,12,OK,,,,12.0
01010.png,8,8,8,8,OK,,,,8.0
01011.png,10,10,10,10,OK,,,,10.0
01012.png,2,2,2,2,OK,,,,2.0
01013.png,10,10,10,10,OK,,,,10.0
01014.png,12,12,12,12,OK,,,,12.0
01015.png,35,35,35,35,OK,,,,35.0
01016.png,15,15,15,15,OK,,,,15.0
01017.png,4,4,4,4,OK,,,,4.0
01018.png,35,35,35,35,OK,,,,35.0
01019.png,5,5,5,5,OK,,,,5.0
01020.png,14,14,14,14,OK,,,,14.0
01021.png,1,1,1,1,OK,,,,1.0
01022.png,30,30,11,30,KO,,,,30.0
01023.png,35,35,35,35,OK,,,,35.0
01024.png,38,38,38,38,OK,,,,38.0
01025.png,30,30,30,30,OK,,,,30.0
01026.png,11,11,11,11,OK,,,,11.0
01027.png,4,4,4,4,OK,,,,4.0
01028.png,12,12,12,12,OK,,,,12.0
01029.png,1,1,1,1,OK,,,,1.0
01030.png,18,18,18,18,OK,,,,18.0
01031.png,8,8,8,8,OK,,,,8.0
01032.png,11,11,11,11,OK,,,,11.0
01033.png,41,41,41,41,OK,,,,41.0
01034.png,10,10,10,10,OK,,,,10.0
01035.png,2,2,2,2,OK,,,,2.0
01036.png,8,8,8,8,OK,,,,8.0
01037.png,2,2,2,2,OK,,,,2.0
01038.png,35,35,35,35,OK,,,,35.0
01039.png,13,13,13,13,OK,,,,13.0
01040.png,38,38,38,38,OK,,,,38.0
01041.png,9,9,9,9,OK,,,,9.0
01042.png,12,12,12,12,OK,,,,12.0
01043.png,7,7,7,7,OK,,,,7.0
01044.png,12,12,12,12,OK,,,,12.0
01045.png,31,31,31,31,OK,,,,31.0
01046.png,2,2,2,2,OK,,,,2.0
01047.png,11,11,11,11,OK,,,,11.0
01048.png,17,17,17,17,OK,,,,17.0
01049.png,35,35,35,35,OK,,,,35.0
01050.png,4,4,4,4,OK,,,,4.0
01051.png,18,18,18,18,OK,,,,18.0
01052.png,4,4,4,4,OK,,,,4.0
01053.png,34,34,34,34,OK,,,,34.0
01054.png,40,40,40,40,OK,,,,40.0
01055.png,11,11,11,11,OK,,,,11.0
01056.png,11,11,11,11,OK,,,,11.0
01057.png,33,33,33,33,OK,,,,33.0
01058.png,15,15,15,15,OK,,,,15.0
01059.png,13,13,13,13,OK,,,,13.0
01060.png,5,5,5,5,OK,,,,5.0
01061.png,12,12,12,12,OK,,,,12.0
01062.png,13,13,13,13,OK,,,,13.0
01063.png,13,13,13,13,OK,,,,13.0
01064.png,12,12,12,12,OK,,,,12.0
01065.png,7,7,7,7,OK,,,,7.0
01066.png,31,31,31,31,OK,,,,31.0
01067.png,32,32,32,32,OK,,,,32.0
01068.png,4,4,4,4,OK,,,,4.0
01069.png,41,41,41,41,OK,,,,41.0
01070.png,8,8,8,8,OK,,,,8.0
01071.png,2,2,2,2,OK,,,,2.0
01072.png,8,8,8,8,OK,,,,8.0
01073.png,39,39,39,39,OK,,,,39.0
01074.png,14,14,14,14,OK,,,,14.0
01075.png,42,42,42,42,OK,,,,42.0
01076.png,4,4,4,4,OK,,,,4.0
01077.png,7,7,7,7,OK,,,,7.0
01078.png,11,11,11,11,OK,,,,11.0
01079.png,21,21,21,21,OK,,,,21.0
01080.png,2,2,2,2,OK,,,,2.0
01081.png,2,2,2,2,OK,,,,2.0
01082.png,13,13,13,13,OK,,,,13.0
01083.png,10,10,10,10,OK,,,,10.0
01084.png,2,2,2,2,OK,,,,2.0
01085.png,8,8,8,8,OK,,,,8.0
01086.png,18,18,18,18,OK,,,,18.0
01087.png,4,4,4,4,OK,,,,4.0
01088.png,5,5,5,5,OK,,,,5.0
01089.png,4,4,4,4,OK,,,,4.0
01090.png,16,16,16,16,OK,,,,16.0
01091.png,33,33,33,33,OK,,,,33.0
01092.png,1,1,1,1,OK,,,,1.0
01093.png,18,18,18,18,OK,,,,18.0
01094.png,31,31,31,31,OK,,,,31.0
01095.png,37,37,37,37,OK,,,,37.0
01096.png,30,30,30,30,OK,,,,30.0
01097.png,9,9,9,9,OK,,,,9.0
01098.png,18,18,18,18,OK,,,,18.0
01099.png,5,5,5,5,OK,,,,5.0
01100.png,35,35,35,35,OK,,,,35.0
01101.png,20,20,20,20,OK,,,,20.0
01102.png,2,2,2,2,OK,,,,2.0
01103.png,20,20,20,20,OK,,,,20.0
01104.png,23,23,23,23,OK,,,,23.0
01105.png,5,5,5,5,OK,,,,5.0
01106.png,8,8,8,8,OK,,,,8.0
01107.png,9,9,9,9,OK,,,,9.0
01108.png,38,38,38,38,OK,,,,38.0
01109.png,12,12,12,12,OK,,,,12.0
01110.png,35,35,35,35,OK,,,,35.0
01111.png,5,5,5,5,OK,,,,5.0
01112.png,11,11,11,11,OK,,,,11.0
01113.png,10,10,10,10,OK,,,,10.0
01114.png,12,12,12,12,OK,,,,12.0
01115.png,33,33,33,33,OK,,,,33.0
01116.png,8,8,8,8,OK,,,,8.0
01117.png,38,38,38,38,OK,,,,38.0
01118.png,3,3,3,3,OK,,,,3.0
01119.png,32,32,32,32,OK,,,,32.0
01120.png,31,31,31,31,OK,,,,31.0
01121.png,41,41,41,41,OK,,,,41.0
01122.png,35,35,35,35,OK,,,,35.0
01123.png,40,40,40,40,OK,,,,40.0
01124.png,13,13,13,13,OK,,,,13.0
01125.png,7,7,7,7,OK,,,,7.0
01126.png,12,12,12,12,OK,,,,12.0
01127.png,8,8,8,8,OK,,,,8.0
01128.png,13,13,13,13,OK,,,,13.0
01129.png,1,1,1,1,OK,,,,1.0
01130.png,13,13,13,13,OK,,,,13.0
01131.png,8,8,8,8,OK,,,,8.0
01132.png,40,40,40,40,OK,,,,40.0
01133.png,4,4,4,4,OK,,,,4.0
01134.png,4,4,4,4,OK,,,,4.0
01135.png,5,5,5,5,OK,,,,5.0
01136.png,17,17,17,17,OK,,,,17.0
01137.png,18,18,18,18,OK,,,,18.0
01138.png,12,12,12,12,OK,,,,12.0
01139.png,35,35,35,35,OK,,,,35.0
01140.png,8,8,8,8,OK,,,,8.0
01141.png,33,33,33,33,OK,,,,33.0
01142.png,3,3,3,3,OK,,,,3.0
01143.png,15,15,15,15,OK,,,,15.0
01144.png,12,12,12,12,OK,,,,12.0
01145.png,14,14,14,14,OK,,,,14.0
01146.png,9,9,9,9,OK,,,,9.0
01147.png,4,4,4,4,OK,,,,4.0
01148.png,5,5,5,5,OK,,,,5.0
01149.png,31,31,31,31,OK,,,,31.0
01150.png,32,32,32,32,OK,,,,32.0
01151.png,3,3,3,3,OK,,,,3.0
01152.png,25,25,25,25,OK,,,,25.0
01153.png,1,1,1,1,OK,,,,1.0
01154.png,10,10,10,10,OK,,,,10.0
01155.png,33,33,33,33,OK,,,,33.0
01156.png,4,4,4,4,OK,,,,4.0
01157.png,35,35,35,35,OK,,,,35.0
01158.png,9,9,9,9,OK,,,,9.0
01159.png,1,1,1,1,OK,,,,1.0
01160.png,32,32,32,32,OK,,,,32.0
01161.png,4,4,4,4,OK,,,,4.0
01162.png,13,13,13,13,OK,,,,13.0
01163.png,17,17,17,17,OK,,,,17.0
01164.png,4,4,4,4,OK,,,,4.0
01165.png,6,6,6,6,OK,,,,6.0
01166.png,26,26,26,26,OK,,,,26.0
01167.png,38,38,38,38,OK,,,,38.0
01168.png,2,2,2,2,OK,,,,2.0
01169.png,20,20,20,20,OK,,,,20.0
01170.png,11,11,11,11,OK,,,,11.0
01171.png,41,41,41,41,OK,,,,41.0
01172.png,38,38,38,38,OK,,,,38.0
01173.png,34,34,34,34,OK,,,,34.0
01174.png,38,38,38,38,OK,,,,38.0
01175.png,39,39,39,39,OK,,,,39.0
01176.png,1,1,1,1,OK,,,,1.0
01177.png,18,18,18,18,OK,,,,18.0
01178.png,5,5,5,5,OK,,,,5.0
01179.png,9,9,9,9,OK,,,,9.0
01180.png,26,26,26,26,OK,,,,26.0
01181.png,17,17,17,17,OK,,,,17.0
01182.png,31,31,31,31,OK,,,,31.0
01183.png,24,24,24,24,OK,,,,24.0
01184.png,37,37,37,37,OK,,,,37.0
01185.png,12,12,12,12,OK,,,,12.0
01186.png,22,22,22,22,OK,,,,22.0
01187.png,5,5,5,5,OK,,,,5.0
01188.png,8,8,8,8,OK,,,,8.0
01189.png,26,12,12,12,KO,,,,12.0
01190.png,10,10,10,10,OK,,,,10.0
01191.png,2,2,2,2,OK,,,,2.0
01192.png,2,2,2,2,OK,,,,2.0
01193.png,10,10,10,10,OK,,,,10.0
01194.png,7,7,7,7,OK,,,,7.0
01195.png,10,10,10,10,OK,,,,10.0
01196.png,14,14,14,14,OK,,,,14.0
01197.png,9,9,9,9,OK,,,,9.0
01198.png,8,8,8,8,OK,,,,8.0
01199.png,14,14,14,14,OK,,,,14.0
01200.png,5,5,5,5,OK,,,,5.0
01201.png,5,5,5,5,OK,,,,5.0
01202.png,25,25,25,25,OK,,,,25.0
01203.png,4,4,4,4,OK,,,,4.0
01204.png,3,3,3,3,OK,,,,3.0
01205.png,29,29,29,29,OK,,,,29.0
01206.png,40,40,40,40,OK,,,,40.0
01207.png,16,16,16,16,OK,,,,16.0
01208.png,35,35,35,35,OK,,,,35.0
01209.png,11,11,11,11,OK,,,,11.0
